cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,status
40.581311290499436,43.62767366200286,36.76991723850855,127.99076910606261,646,3230,1500,0.06583698938207476,82.78240343845506,255.01296448400058,715.8030959375785,0
95.31785910894203,39.962088660826296,10.041087784336867,92.39919825330443,626,3130,243,0.1234813498035607,59.42453985412402,81.20482184162785,86.15831431851355,0
74.53942447208348,25.853852125257404,17.985345024124424,192.93520644792423,101,303,229,0.025459302784738493,90.97336292539171,210.68506679794487,545.7559820455183,0
61.872555998718475,64.65400030913392,33.500751206033094,44.5767117458634,52,156,1574,0.1788837914876991,37.34428025818598,90.39818153273794,541.9181368779015,0
19.82177084203147,52.8961744457766,24.622377881699517,117.9834267837892,126,378,1164,0.16750784360161888,40.203941987512586,87.09908522661746,113.66068793772358,0
19.81947943193925,87.91308930916033,37.1899808931098,140.3417929830543,696,2784,1814,0.09994409477520329,30.118589583946555,162.30748501197212,471.7495962502912,0
10.517943155978948,12.889862243385242,48.09918715992013,165.28733337973094,887,2661,1137,0.10343330845491178,44.11252313312767,171.38668477264721,250.50468334743667,0
87.28673384861884,67.94811347996136,6.710787698044677,81.98723505517341,631,3155,1073,0.17745894696737696,72.72193621235908,76.02673057147024,167.36902206643285,0
62.10592611560484,78.66539906604051,35.768818103504984,137.69745962383882,723,3615,1089,0.019583096846903417,77.01647875926992,177.95282072330514,82.95989583214894,0
72.26689489062431,78.35379122694764,12.286863625973611,61.337092805472274,657,3285,1556,0.03733737474070909,57.946067324821655,94.12429120107342,194.13759614247593,0
6.955526958101233,89.74665703859726,21.309359642970893,87.65974238000223,65,130,1867,0.06852083516148944,46.72828538670501,187.66095544133827,645.2597663011458,0
97.14143595538945,75.61303685465447,2.6102735639618513,179.22979910947643,279,1395,1556,0.07923301141126926,76.56143430150235,258.02653303995936,729.6089834650659,0
84.08205087604007,93.50290554829267,7.6594617323422485,190.0316142568599,953,2859,638,0.19761488774305985,41.21963343298384,71.48739723524338,229.3177617059858,0
25.172215514436235,39.93909398388023,16.669087163396085,144.04465203852567,966,3864,1972,0.03801775818658893,79.8605836225718,149.81306251758895,574.1843689604942,0
22.27337188467456,55.28884750763888,17.75730445911126,75.49602626446082,938,3752,522,0.06758973733302695,81.1283291971542,108.42689212462344,372.2248074455547,0
22.42342843607621,11.267169695460161,45.079675606642695,164.19150020495815,316,1580,1452,0.1673104863878884,58.669820768391354,193.66288031886143,542.0382268251428,0
33.90301308115608,10.62618285729621,37.34883255405924,6.147549263358616,355,1775,1031,0.15902738957888055,42.58448722832346,273.3797519583435,246.95090744455572,0
54.851861005062595,31.61139584063679,48.63696544116501,21.44643619734479,904,1808,1645,0.13441517494323718,70.94180325127762,99.31808814164526,46.89293794945079,0
46.034776771001,19.072647742517674,30.354504006426787,132.61337353869686,55,275,1984,0.07242483115945988,85.47453836188431,219.07617379482824,327.52139484622563,0
32.66676831881398,33.41902311421782,12.84397287247458,58.95846647874143,159,795,999,0.03237761449721879,64.41797545631172,73.27347697219739,161.52033563679734,0
63.12602499862605,25.933896507555765,17.0550964661605,190.32585746169508,192,960,184,0.19687384351147283,59.96941594488958,186.44914525565088,734.5341269300156,0
18.251916761943974,12.566802235478342,16.671960241306387,87.77606180636865,956,1912,968,0.05777101840695998,93.6495528960846,219.0187117025729,730.6550614460876,0
32.75374161084572,91.83737317654445,16.998222055499326,86.44359925744622,716,2864,101,0.17048093256776667,64.93266146092691,217.72369797061296,73.65124367314891,0
39.804375112900715,10.740081825000237,33.97524448247897,135.9378225279953,256,1280,306,0.18005156139904765,32.2240669836259,234.56124455747172,397.3354343336789,0
48.32664850061841,76.24739299033769,27.009588476430395,153.74614389893173,478,1912,511,0.09377093643368556,62.63324954344588,154.34344990199867,93.76961680629454,0
79.59171633233629,23.69330982275649,19.88578472624557,95.63618888690216,215,430,700,0.17165782390272286,58.94263928625962,240.0065312401639,715.1252339170937,0
23.969009305044175,92.100665979964,8.305398667707113,43.5861794406331,309,618,220,0.06301702809337018,48.98676003389509,168.22361327081404,19.32882764600577,0
53.8522716492931,90.35163456308972,2.0848189841651497,154.8884199023987,734,3670,1580,0.17908311419562342,50.627974287612915,130.72971749273307,438.58433411285796,0
61.27938404189403,68.85110317323316,11.722899201796936,64.74990369985188,443,886,1665,0.13083360001752325,90.50365074148397,130.488786707349,153.270809118999,0
9.412789208399783,70.50107348205447,6.266098794465382,35.847043089477665,170,340,108,0.046930718253692,38.68380098124564,93.91778823578659,665.2028973165926,0
62.716760930636646,10.480522777271968,39.48680651175973,126.69639779507764,999,3996,1764,0.15944394274583448,79.66241420091049,230.1441128544979,214.74534939691458,0
21.199791750292697,98.63844095022418,6.512399932880384,19.00027973107973,462,1386,411,0.18360154296600067,88.657282040833,89.40683552273872,407.2607394214738,0
11.179901333601554,89.0049343218233,36.48718362803497,194.29918234212494,189,756,923,0.1183816563675963,46.866473846546285,209.05319682308559,6.063106229190268,0
95.14412603906666,90.55956031570828,19.897275799028048,126.84705561801525,217,1085,1327,0.15447085853865244,34.34294994090244,216.34033467531466,988.9263411545126,0
96.73504314208314,69.33200833457848,4.595541097445023,197.1932086634294,133,266,928,0.1610115044556187,49.96450282500756,121.65872831511783,754.3398355594459,0
81.79774807106381,41.03082357890828,40.823772422147705,68.43979127224857,470,2350,1936,0.15960683288683078,58.137285291684435,172.15733431378396,165.2395557607832,0
33.93830807147022,90.42837841814327,29.401897941594054,194.2698270768892,755,3020,599,0.09634006875699609,91.84257808833593,217.7306945582752,444.3077884990089,0
14.278850830606467,36.23652353360731,12.552314130315079,29.96688729799609,837,1674,1008,0.15058909659053651,57.959151357193996,50.04378732165125,498.74844439817605,0
70.0021375186549,60.64403890079826,44.83937754230073,9.098259697058662,317,1585,749,0.11422080302249889,35.98369528785689,118.68497851037378,226.74978615065174,0
46.81448690526212,18.975787510949417,3.2176573796570214,7.56382803046591,87,435,244,0.08878534046801939,39.54776395509022,144.9094776903836,85.87418156317335,0
16.593632310253987,92.97600671194752,10.889160801690382,93.5092037492462,975,3900,500,0.04150439808766321,52.92763254112299,282.71326229346084,569.899203509966,0
52.04180646057067,22.6693411994092,37.85029946248719,17.51783529824036,352,1760,1026,0.18271724707028966,41.972208671779406,166.0591961018186,835.2802995049178,0
8.266909505945748,30.240712515736654,35.759518585184566,102.92140894935274,387,774,785,0.08883315512208509,33.93687031391414,176.74576511940734,572.2406568079923,0
91.38543819748429,60.23207423153935,15.174312992499424,66.1726001982712,803,4015,1684,0.05551744664433445,41.39189099231106,216.03077915528178,631.140321180569,0
29.584098252001606,78.76837001916834,4.039218892286373,67.790169502349,379,758,854,0.056036193644375176,36.856901208649745,162.87200278788873,591.1673872057673,0
67.9396170136283,65.74161753426691,43.045825539022246,127.48619031248879,248,1240,1725,0.05599676994455132,43.17538910350877,158.09614239469965,456.99302900466586,0
34.61255222849404,30.892052152014056,16.371184265425228,33.456503224172415,859,3436,582,0.010469973272056225,94.76953032269805,293.59464725585326,148.14932921254928,0
54.406462011892025,10.08487382747413,10.589957331484996,153.54412069760647,54,108,199,0.09326163840227525,58.95155627808157,253.08023940824026,203.16524720126083,0
56.937476537611566,78.14355222766953,26.287029295687876,116.82415303594831,481,2405,1326,0.179230641544484,72.80896532219373,225.44059147710206,328.4298976360944,0
22.561173274925068,98.66865933199844,45.60113276483992,183.07398114065467,420,1260,1331,0.0147778194908167,40.74332445380192,170.1344149752348,294.81783030566413,0
97.11053963763307,82.89218082754813,3.133782314325392,73.60329009973715,944,1888,704,0.1917535206168424,85.20396070187476,136.57752772441603,522.0735398512801,0
78.63761821930588,51.41859563409538,38.524400313513496,196.56028342135798,916,1832,848,0.04403337491304184,47.34889844949201,197.97546240430168,421.3920736690577,0
94.25239944859797,91.3390535259196,29.051188168996738,115.58970169609061,152,304,885,0.14658612088406342,93.8618832252989,161.55291179717022,637.2467593185094,1
90.00859829062664,46.886290580651504,21.84700671103903,194.7069892813192,484,1452,366,0.15921239419996513,84.38600891266637,166.64743855570214,840.4911854321581,0
61.80049798705309,57.24406758191208,37.45994176114794,6.38507015537595,957,3828,1836,0.1496719434880581,91.80664393242398,105.40070779432833,50.06194918985471,0
92.5780523271961,52.941679065611496,48.32539679763998,145.86728816006521,699,3495,605,0.07444336517941078,73.43963181651111,247.81854119381444,462.9435454345067,0
13.406787694932353,50.28614853989725,12.23110434697186,163.50768333425452,854,2562,349,0.14372434013028404,72.7759662802027,247.76915646871709,216.4309951114494,0
23.618371929818792,79.76716923645152,8.038720888533861,11.581484048621027,430,2150,538,0.09986510184829137,84.67131353961159,125.23071713487923,910.3155130350106,0
9.296592446501116,57.40920165425428,45.73120551591216,116.21496313923289,115,345,1731,0.03891745708713723,76.49854683792819,122.28031841265373,544.905921633807,0
35.90638142251011,38.50454098226945,33.77870079540788,160.5865164243002,628,1884,1861,0.048176657154528894,69.4022682205688,119.51265264807849,884.3026663422097,0
41.924342520500794,33.23423508926305,22.461315056536332,112.64670631939147,319,1595,486,0.014945609241757404,53.2874739663429,90.66191579574757,670.6576984829466,0
30.778158018520113,13.397258527069004,29.089718942949872,13.69890449068786,96,480,1585,0.07307436987212665,44.48634610523205,264.55537111582635,136.12965398955845,0
83.73006336943328,62.48756456947414,37.53508135363596,138.99600093876398,965,4825,595,0.14831800407126705,80.84589114901817,116.39550556892554,846.9328091897185,0
38.89156603589098,30.696527386093077,38.87856303658014,13.058786019988418,414,1656,715,0.19411917408743615,55.09324250533975,224.66392092769445,318.1292332966182,0
31.688778420301173,23.332052981474476,46.074814860129266,163.67631010827125,930,1860,1084,0.0353760571395277,33.978318034288485,74.91532304975408,743.8130788979789,0
56.5561279000336,68.84469674449099,21.91529665588551,9.563802478032185,229,687,755,0.07712336547456392,61.17543500245975,233.84543036735445,508.9578978280593,0
18.387801372602453,71.3088332039394,15.377134590950355,28.34207882106379,117,234,236,0.044484718939048894,72.73825832994544,86.82654927893046,730.4684541355531,0
81.20871317163378,77.69394030318993,32.34354907270225,55.74641051413043,164,820,679,0.15456856257858773,31.497500325255814,89.70204551365927,528.0319369041607,0
12.082311149578228,55.32192067047323,21.37066706469699,127.0395936598992,75,375,272,0.18472092147455133,75.83286994118683,257.8828846152144,928.022716909253,0
98.75425897704915,90.46491446834979,30.13532424349992,195.2954608266299,608,1824,101,0.031660265776295826,44.60439615054794,122.72983267077576,510.61411631792356,0
78.36325308318246,94.2708478058405,21.579304124341558,24.44674767136695,256,768,1242,0.18168144365805844,44.453220761718896,93.09655248861735,61.644278936574786,0
23.87798974574638,82.66338458132405,8.49679354723055,29.398826173569766,122,366,956,0.06158365960555606,66.58729804159339,184.22318509102016,452.778229039757,0
5.524601126742228,67.20341338073685,24.001910831288964,74.40520894349508,308,924,597,0.0523820576079494,51.92412359628365,68.71467566027127,967.4928864728473,0
82.46883570320925,37.33488582320698,34.85497327511061,167.4076084133087,435,1305,1243,0.02076053561261044,59.287942940497075,227.6055995166551,789.8098209243248,0
72.15144766552362,98.4650429458199,40.164906575714845,93.97895959741201,986,4930,889,0.02528897280821503,63.34776569456811,260.3362345150355,631.9131349923016,0
74.2556809638938,34.67225504727445,25.172987563030794,65.00050945090851,79,237,1500,0.023152704891308457,89.86650614090053,112.10061994006492,152.15029303957823,0
78.27068293516484,28.239122979138795,9.096656620309645,112.67956260956339,470,1880,1064,0.09481831977596415,43.318536927500105,224.4996649909692,183.9745740737901,0
12.034241914738583,49.79387024079245,21.31969777282215,52.84411629170425,52,104,248,0.1351423387598264,60.17996327161481,63.44803844904813,722.6289688809788,0
39.0542442117059,15.115651364114962,39.528402513243215,80.83082154225667,570,1140,941,0.04503994052847163,81.08915962240381,169.5057695624574,730.9301954752463,0
16.00756065488732,98.06450182046117,21.23010426023657,67.18842469717633,569,2276,954,0.05135138187238787,43.33586868670516,287.9870088752414,373.97743644519124,0
86.99482545818138,62.959020077478236,35.130008886606895,161.02406346051453,570,1710,318,0.04285040322243612,35.35480971658127,184.51553761024405,994.5227135779197,0
64.21332204861801,60.12568824977577,25.8534704022264,184.92688956116217,937,4685,282,0.16324608950299152,31.1546928711212,152.6955772390087,691.7700988067554,0
36.43531236100167,69.02166519097479,12.819933130360438,152.15486623922547,450,2250,615,0.036064179225120424,36.74264491374383,51.465388039973206,894.5977106055947,0
11.038043277172246,54.7321282999486,40.01137489313064,88.37763162996671,713,2852,669,0.02394697175957635,47.848385018157785,113.98116310494065,47.26854299471715,0
34.54332056298791,12.885716538508742,5.1264592494636645,101.36266052183609,703,2812,297,0.016976184199717328,56.601668937936495,157.1210367266755,623.9527848465522,0
35.89241559254097,65.10801599563571,26.71962385500238,25.8896650919577,999,3996,1497,0.01762856666133801,68.59530415244444,144.35660454844898,749.783056342366,0
74.31258694211608,74.45564892607875,11.235660677926841,149.626077515773,897,1794,1566,0.11386783612146022,43.0058831887942,159.73946252095908,797.5496255067002,0
65.56795977874525,47.507415456164786,4.286215798527407,119.69866019961377,323,1292,1149,0.027857194292088,47.53022221867553,55.91216688044477,672.7305632095023,0
89.28521054475102,78.15660148640737,25.643762917079194,180.58555923134983,521,2605,557,0.052261055126847235,75.44022857397141,182.81062429931285,606.3197818792097,0
49.860417890385186,30.430116940457854,25.478545640811255,40.921617571455485,984,2952,212,0.16820860376132285,89.08551631859643,112.83656152195417,746.3784740745742,0
16.36145336413866,29.914893195956562,35.638144182110324,152.18549826458982,421,2105,808,0.19394049948459713,38.80845860316315,150.1501647655898,39.49174600049231,0
72.75825478618452,24.527528891881655,37.49278395954334,137.24966068211876,480,1920,1352,0.17356300313228984,60.71348290507672,271.6040888652244,751.5852639468037,0
77.27457961860526,43.479528381024565,36.66178294595194,53.903261228140686,588,2940,459,0.1923244948314998,49.2021628766828,257.02681313175856,330.2717411669586,0
58.32133376910214,86.23108318501752,21.068377912920997,133.8083492686242,397,794,1508,0.13738575627256855,64.3180666067239,149.49181863512473,761.269572610905,0
78.2418820956833,84.51208559341579,31.952799574101565,184.95030273475325,120,600,1564,0.1975711200227853,37.743523744733025,63.51461478876309,777.3020440693654,0
51.91058165461712,44.45417871671534,29.270316889554053,183.76876154575666,531,1062,1221,0.10430532727578402,47.61753989520241,272.22477420816375,277.30786680609884,0
54.65961879128943,63.02068623822129,21.65652604972906,144.2056883287121,780,2340,1427,0.16099077230618988,76.07601482867557,149.7479930756769,715.4624686600339,0
45.616396744062214,74.87346848274241,30.26342201511367,10.56654939427796,851,3404,811,0.19461592934268576,83.25514732384732,169.8867733390432,329.60196031307225,0
7.414817040689043,31.70860971652207,47.415145958606864,174.58060312671213,305,915,1144,0.14476533290741114,70.40695392453672,71.42379738210337,725.0376307036639,0
15.249685564363922,25.132697730527237,10.45179344038749,131.89794279390344,152,608,1026,0.19177679707600515,91.38983328931943,223.13530424896715,190.6748255764542,0
7.9857726402397535,97.48863938910799,45.38283269349079,62.77641638336415,196,588,1821,0.05819247346314031,72.43853354192524,228.03021847061035,78.59405319399802,0
65.45898907005915,65.58015818886567,3.61932018517672,38.262821979434165,951,2853,274,0.06705234154865217,78.52855086764241,152.16684799764982,588.6490382188833,0
34.86381820225104,98.32741496502975,16.111071432181372,24.124568736466106,719,2157,378,0.08547562528215638,53.23276839522479,272.2204340912831,193.8827689484408,0
53.31421566064677,40.398038841900615,15.119117181964883,10.997142952294436,909,1818,307,0.09827148384350431,41.04143785591826,62.15850018485004,894.751683116414,0
91.21881502297883,73.27285299767183,31.69189028616438,151.06654634220052,189,378,1726,0.18050689614819174,72.76202511110205,126.88512986094764,159.13408052280516,0
28.68276176914312,30.034327288711395,7.430022637087226,47.93275678971179,704,3520,874,0.1786938664409029,89.7406462427088,101.71293660206969,607.4470874431031,0
43.98637768838483,33.508015414652164,44.235032980147935,5.826334272607759,670,3350,1507,0.13501243102526733,93.82356496956051,224.47664206310495,697.4984262063622,0
76.77735816158962,56.07119091426616,41.599019014787025,80.05685971655586,472,2360,404,0.05413733841228182,59.253060742547504,101.16699625455718,3.5304007304108462,0
26.735825721704135,38.76563129572641,32.95122516457861,97.03880903787544,920,3680,827,0.05567168355023915,65.0809447274418,225.6813100383656,869.6437986532912,0
12.313091433735334,25.0859407456526,23.462277757817688,34.676815949125256,881,1762,1091,0.13003122081305776,50.22897858212524,249.13948828582605,726.9758846424987,0
32.526388026807965,33.65926317903934,46.71484606496184,9.765618896347405,113,339,1888,0.10564371614710902,73.71346141965434,245.80941287261862,769.7494060900232,0
20.31602228913042,13.217355501927818,41.70658118130724,38.63597113651571,320,1600,1478,0.05912123376971635,79.73935079273745,57.01300129929561,57.25544744119627,0
93.32127697254444,73.3981259329738,25.466442255981,136.1414496054783,747,1494,130,0.0419650715722232,32.677775168581654,282.62841597517956,352.7416367236838,0
81.77143605861961,54.290499137727544,35.39179436826125,17.366491772990074,917,1834,224,0.14729883658943405,85.03087329315183,228.65906927913335,642.658783707391,0
65.17335686849023,18.481875976407306,28.779567656804545,111.45236908084178,884,3536,530,0.16451402392475958,63.3968910653423,253.19688326420902,229.69075951441496,0
87.78875606783318,25.45245938156421,29.80916968102496,30.135985593725167,562,1686,960,0.05964792771359656,67.68146999713153,211.436403617875,832.1371414071834,0
81.34884730541587,19.22810843013796,17.217827402436093,39.942145542503454,56,112,807,0.09073527870929318,43.40469896540029,182.2807932018683,408.878134536646,0
22.724155594173403,65.13335274482888,23.642145626619943,79.22249877007303,442,884,1414,0.1455638927685259,30.669531926409732,211.16949433132126,801.2855688739484,0
89.79310485654788,18.47893272512444,4.8279501086974665,21.064241874692538,50,250,558,0.09915212846208805,91.89321559645516,140.03327171634703,876.2659339874297,0
56.23751298198682,77.88540997316944,18.510085891565033,35.46749705366036,310,1240,1157,0.19263884334891174,90.3460259622943,164.4538254670005,476.0221460906285,0
81.70681474058594,11.845982738835206,35.09559725274545,70.44152987881948,96,384,842,0.03462385011864761,80.33211170908302,228.10764670174567,227.95850180207447,0
90.12867349273186,32.44382091963029,47.707585494803126,66.604132094175,917,2751,1650,0.17232606953993204,60.78382650087998,216.91123393143715,381.72342694989186,0
35.210330122327065,90.16000083027164,48.19014152538799,150.10502564947063,827,3308,1969,0.06815395079120401,50.645365197324594,198.38339810311717,499.9019523372165,0
15.454932830129293,74.66781863100215,28.230420587119692,15.88167872015845,51,153,440,0.14053891049999956,40.14507699223476,62.30347353393643,455.8381212476506,0
26.65384044148446,16.567149963311895,30.724490338669522,172.22969639760234,584,1752,938,0.058202055961643295,35.25982654203349,121.94854121948657,5.668079560700438,0
45.57523991949435,83.90134940366617,10.100338089547407,163.4302019771515,408,2040,1460,0.19362923065961846,59.72482983389442,200.86697995342362,85.4053582550629,0
82.71140276263685,54.37316093861843,35.07009729658301,153.43233629869573,526,2630,1293,0.019525510219691185,81.49606998805578,165.90524796069442,456.8038485698814,0
86.76940540935263,86.21047244519463,4.462280841044926,62.565100130163366,964,1928,1269,0.10757855590916719,77.1849428598837,134.52065479941814,437.43659522492237,1
5.660452400463117,64.06657970053541,14.949598604172783,164.7534753226167,471,2355,1841,0.18299752257853247,79.13570919673718,229.25629265078945,890.1532294376301,0
53.52099374486875,71.36497288295729,33.749804016986666,37.37761397756688,864,1728,1673,0.09926968690495869,37.71226050936979,146.7574246578793,277.4173475469575,0
